3430	S	0.0881	0.1928	0.0296	-0.0161	0.0461	0.0307
3491	S	0.02	0.1455	0.0515	-0.042	-0.023	0.0205
3552	D	0.9218	0.0327	-0.2295	-0.1702	0.0043	-0.0801
3554	X	0.3179	-0.3122	-0.0772	-0.1518	0.0243	0.0015
3674	S	0.1023	-0.0387	0.0709	-0.016	-0.0138	0.0157
3701	S	0.1276	0.2371	-0.01	-0.0144	-0.0643	0.0109
3734	L	0.0883	0.7383	-0.4494	0.0185	-0.0137	-0.0131
3753	Q	0.2042	-0.5401	0.2831	0.0845	0.0075	-0.021
3788	S	0.2075	0.1842	-0.0061	0.07	0.0041	0.003
3833	C	0.0727	-0.5282	0.0094	-0.171	-0.0155	-0.0183
3844	L	0.003	0.6021	-0.3779	-0.0321	-0.0943	-0.0406
3873	Sw	0.2694	0.0096	0.0573	0.0557	0.0655	-0.0045
3903	S	0.0422	-0.0176	0.0435	-0.0254	-0.017	0.0199
3908	V	-0.019	0.6021	1.3052	-0.31	0.0367	0.0835
3910	S	0.2329	0.1093	0.0068	0.0853	-0.0234	0.0283
3920	Sw	0.3502	-0.0646	0.0535	0.2375	-0.0314	0.0217
3949	Sq	0.1728	-0.2959	0.1005	0.1608	0.0212	0.0054
3988	S	0.2346	0.4259	-0.1084	0.1215	-0.0186	-0.0157
4015	B	-0.1034	-0.3731	-0.2197	-0.1567	-0.1144	-0.0598
4038	Vw	0.2748	1.0426	0.3218	-0.1828	0.1405	-0.0676
4055	V	0.0248	0.3672	1.1666	-0.2675	-0.1519	-0.0415
4179	Sq	0.1995	-0.3223	0.1659	0.0373	0.0315	-0.0166
4188	V	0.1656	0.4954	0.8249	-0.1066	0.1006	-0.0213
4197	Sq	0.0766	-0.0946	0.0843	-0.0629	-0.0066	0.0301
4352	S	0.1692	0.013	0.0469	0.14	-0.0019	0.001
4407	Sqw	0.379	-0.1586	-0.0033	0.2265	-0.0548	0.0112
4417	Sw	0.2576	-0.0321	-0.001	0.1837	-0.0369	0.0064
4451	Svw	0.2549	0.5298	0.0018	-0.0393	0.0226	-0.0067
4486	Sq	0.1031	-0.3859	0.2434	0.0549	0.0187	0.0189
4558	Sr	0.1283	0.0782	0.1086	-0.0144	-0.0433	0.0148
4570	Sw	0.2535	0.2547	-0.1	0.1576	-0.0631	0.0165
4587	Sr	0.1788	0.1481	0.1293	0.047	0.0004	0.0111
4713	Sw	0.4459	0.649	-0.1804	0.0714	-0.0756	0.0652
4737	L	0.0721	0.6884	-0.3804	-0.0204	-0.0325	0.0284
4775	L	0.4594	0.7612	-0.2312	-0.0739	0.2791	0.0277
4995	S	0.1297	0.1627	0.0581	-0.0341	-0.0094	0.012
5013	Sw	0.3347	0.0054	-0.0653	0.228	0.057	0.0191
5111	V	0.212	0.5451	0.6046	-0.1313	-0.0101	0.0328
5230	S	0.1749	0.0492	0.0548	0.0487	-0.0375	0.0404
5379	Sr	0.2251	-0.3488	0.2999	0.1734	0.0256	0.0786
5392	Sv	0.1617	0.5158	-0.0034	0.0554	0.0062	0.0487
5401	Sw	0.2553	0.2993	-0.0543	0.0714	0.0576	0.033
5407	S	0.0628	0.1027	0.0255	-0.0276	0.072	0.0141
5587	Sr	0.1109	-0.0559	0.1527	-0.0374	0.0884	0.0164
5604	V	-0.0108	0.6514	0.8809	-0.1774	-0.054	-0.0017
5626	S	0.1825	0.2526	-0.0325	0.0599	-0.0385	0.0283
5641	Sw	0.4281	0.2315	0.0281	0.2007	-0.0268	0.0175
5645	X	0.2128	-0.1692	-0.1076	-0.1462	-0.0438	-0.0553
5685	S	0.1214	0.1482	-0.0315	0.0409	-0.0476	0.0034
5693	S	0.0471	-0.3743	0.0917	0.1216	0.0637	0.0087
5817	Sr	0.1584	0.2828	0.036	0.0707	-0.0378	0.0443
5836	S	0.0483	0.2201	-0.0252	0.0485	-0.0086	0.0132
5840	L	0.0678	0.7988	-0.4251	0.0779	-0.1069	-0.0075
6047	S	0.1645	0.131	0.0317	-0.0764	-0.1471	-0.057
6239	Sq	0.1458	-0.2928	0.0589	0.1028	0.0082	-0.0333
6386	S	0.2304	0.1405	0.0137	0.1741	0.0758	-0.0064
6411	B	-0.1297	-0.2838	-0.1109	-0.2029	-0.0271	0.0131
6455	Sqw	0.3193	-0.1695	0.1628	0.2171	-0.0046	-0.0707
6585	S	0.1161	0.0392	0.0667	0.0126	0.0226	0.0444
6611	V	0.0081	0.288	0.7882	0.0462	0.0379	-0.0196
6909	U	0.091	0.0694	-0.336	0.0352	0.2991	0.0667
7304	L	0.4104	0.3017	-0.2933	-0.002	0.0295	-0.0004
7358	Sq	0.0676	-0.2103	0.0273	-0.0003	-0.0466	0.035
7482	S	0.1593	-0.0047	0.0454	0.2342	0.0263	-0.0096
7763	L	0.0395	0.5364	-0.296	0.0226	-0.0289	-0.0153
7822	S	0.196	0.2291	0.0219	0.1163	0.1254	0.121
7888	S	0.0983	0.7249	-0.1341	0.1897	-0.3385	0.1296
7889	V	-0.0624	-0.039	1.3371	-0.177	-0.181	0.0272
8334	S	0.1623	0.0741	-0.0116	0.0852	0.0748	0.0291
8373	D	0.5203	0.4631	-0.4174	-0.0988	-0.0011	-0.1224
8566	V	0.0479	0.1388	1.192	0.313	-0.1093	0.0505
8567	Sw	0.2724	0.0442	-0.0527	0.2025	-0.0683	-0.0767
9400	S	0.0041	0.2862	-0.0465	0.1542	-0.0888	0.1498
10115	S	0.1051	0.2206	-0.1299	0.1921	0.1821	0.0361
10150	S	0.1141	0.0722	0.051	-0.1789	0.1789	-0.0862
10302	X	0.206	-0.3251	-0.0018	-0.1933	0.0242	-0.0331
11066	S	0.1955	0.2956	-0.0356	-0.0571	0.1164	-0.0336
11398	Sr	0.1563	0.105	0.1066	0.0739	0.0277	0.0315
11405	Sq	0.1121	-0.1149	0.0697	0.2168	0.085	-0.043
12711	Sqw	0.2756	-0.367	0.1546	0.249	-0.0006	0.0248
13553	U	0.1301	-1.0349	0.2713	-0.1243	0.1316	0.0051
15745	S	0.156	0.3784	-0.0994	0.0415	-0.0266	-0.057
16834	S	0.2057	0.1689	-0.0323	0.1115	0.0673	0.0247
16960	Sr	-0.0044	-0.2939	0.1922	-0.0186	-0.0028	0.0336
17274	D	0.4578	-0.4133	-0.0453	-0.2009	-0.0174	-0.0286
17511	B	-0.1219	-0.0618	-0.2707	-0.0694	0.0318	0.0046
18736	S	0.2385	0.0519	0.077	0.0434	0.2064	-0.0865
18882	S	0.098	0.1594	0.0601	0.0297	0.0474	0.0657
19356	Sq	0.123	-0.144	0.1378	0.1088	-0.0561	0.0039
19764	Sq	0.1164	-0.129	0.0114	0.1801	-0.0341	-0.0227
20790	S	0.0498	0.2926	-0.0056	-0.0352	0.0459	-0.0093
21088	Sw	0.3631	-0.0629	-0.0356	0.165	0.0287	-0.0476
22771	S	0.2414	0.5591	-0.1603	0.009	0.0355	-0.0142
24445	Sr	0.1502	0.1831	0.1997	-0.0321	0.0668	0.0078
24475	Sw	0.296	0.1983	-0.0118	0.1101	0.0018	-0.0219
25143	Sq	0.2486	-0.1535	0.0649	0.1955	0.0806	-0.0171
25330	B	-0.058	-0.3381	-0.0215	-0.2032	0.0836	-0.0164
25916	Sw	0.3014	0.247	-0.1315	0.1177	0.0815	-0.0252
26760	C	0.0664	-0.2035	-0.1026	-0.168	0.0554	0.0134
29075	L	0.1912	0.238	-0.2238	-0.0837	-0.054	0.1192
30825	Sq	0.2031	-0.2265	0.0775	0.1612	-0.0106	-0.033
32906	S	0.1136	0.0908	0.0626	-0.0369	0.0919	-0.024
33342	X	0.2519	-0.0336	-0.1661	-0.1626	0.0668	-0.005
33881	V	0.2211	1.083	1.1331	-0.2102	0.012	-0.1033
35107	Sq	0.2348	-0.285	0.1244	0.169	0.0199	0.028
35396	S	0.2327	-0.0856	-0.0171	0.0721	0.164	0.0291
36017	S	0.1524	0.0917	-0.0221	0.1402	-0.1056	-0.1155
36284	Sq	0.1321	-0.3692	0.0303	0.1408	0.0009	-0.0374
37336	S	0.113	0.1797	0.0084	-0.0504	0.0326	-0.044
39572	Sq	0.2062	-0.3156	0.07	0.1651	-0.0284	-0.0379
52762	D	0.3614	-0.2685	-0.1321	-0.1422	-0.0135	-0.0554
53319	C	0.151	-0.1702	-0.1469	-0.1417	0.0306	-0.0742
54690	S	0.2114	0.4806	-0.2042	-0.0682	0.0481	-0.003
63164	S	0.3331	0.5373	-0.1804	0.0721	-0.0001	0.0166
65679	C	0.0499	-0.6898	0.0257	-0.2076	-0.0574	-0.042
65803	S	0.1416	0.3023	-0.179	0.1012	0.0868	-0.0626
65996	X	0.1684	-0.2794	-0.1154	-0.1986	-0.0515	-0.0473
66063	Sq	0.1452	-0.1554	0.1045	-0.0165	0.0288	-0.0142
66251	Sw	0.4403	0.3279	-0.1402	0.0675	-0.0251	-0.0521
68216	S	0.2043	0.1521	-0.0609	0.0877	0.0171	-0.0247
68346	Sw	0.2889	-0.0115	-0.0151	0.2514	0.0935	-0.0619
68350	S	0.2485	0.1506	0.0367	-0.0541	0.1146	0.0079
68359	S	0.1255	-0.0276	-0.044	0.2446	-0.0498	0.0144
68372	C	0.171	-0.8677	0.0326	-0.1746	-0.0618	-0.067
68950	S	0.1918	0.8719	-0.2265	0.0895	-0.0138	-0.0223
85709	S	0.2528	0.2501	0.0382	0.0051	0.0411	0.0307
85989	L	0.0925	-0.0343	-0.1702	0.0081	-0.0839	0.0145
85990	S	0.1372	0.1372	-0.073	-0.0946	0.0487	0.112
86212	S	0.1521	0.2524	-0.0231	-0.0333	0.0156	-0.0251
86450	L	0.1226	0.3759	-0.2261	-0.0843	0.1306	-0.0724
86819	Sq	0.1713	-0.3047	0.1678	0.2239	-0.0173	-0.0231
88188	V	0.0434	0.3143	0.7584	-0.082	0.0956	-0.0296
