TB-TJM-043	Acapulco	TJM	Other-Met	Rock	nan	Achondrite	Acapulcoite Primitive Achondrite	nan	0.0	125.0	Yes	Particulate Ground	El Quemado Colony, Guerrero, Mexico 	Smithsonian 	0.0	nan
LR-CMP-236	65315,153 bulk	CMP	Moon-Ret	Rock	nan	Highland	Anorthosite	nan	0.0	500.0	Yes	Particulate	Apollo 16 site, Moon	Brown Planetary Geology	0.0	Bulk anorthosite
LR-CMP-236-C	65315,153 45-75 um	CMP	Moon-Ret	Rock	nan	Highland	Anorthosite	nan	45.0	75.0	Yes	Particulate	Apollo 16 site, Moon	RELAB	0.0	Anorthosite dry-sieved to 45-75 um
LR-CMP-237	60015,801 bulk	CMP	Moon-Ret	Rock	nan	Highland	Anorthosite	nan	0.0	2000.0	Yes	Particulate	Apollo 16 site, Moon	Brown Planetary Geology	0.0	Bulk anorthosite
LR-CMP-245-B	65315, 153 <45 um	CMP	Moon-Ret	Rock	nan	Highland	Anorthosite	nan	0.0	45.0	Yes	Particulate	Apollo 16 site, Moon	RELAB	0.0	Anorthosite dry-sieved to 0-45 um
LR-CMP-245-C	65315, 153 45-75 um	CMP	Moon-Ret	Rock	nan	Highland	Anorthosite	nan	45.0	75.0	Yes	Particulate	Apollo 16 site, Moon	RELAB	0.0	Anorthosite dry-sieved to 45-75 um; Not exactly the same split as LR-CMP-237-C
MB-TXH-038	Y-791491,20 	TXH	Other-Met	Rock	nan	Achondrite	Lodranite 	nan	0.0	0.0	nan	Slab	Yamato Mtn. Range, Anarctica	NIPR Tokyo, Japan 	0.0	nan
MT-TXH-049	Brachina chip	TXH	Other-Met	Rock	nan	Achondrite	Brachinite	nan	0.0	0.0	nan	Chip	Near Brachina, S. Australia 	S. Australian Museum	0.0	Rusted and crambled   Chip
MT-TXH-049-A	Brachina <45 um	TXH	Other-Met	Rock	nan	Achondrite	Brachinite	nan	0.0	45.0	Yes	Chip Particulate 	Near Brachina, S. Australia 	S. Australian Museum	0.0	Rusted and crambled 
MT-HYM-075	Hamlet	HYM	Other-Met	Rock	nan	Ordinary Chondrite	LL4	nan	0.0	150.0	Yes	Particulate Ground Sorted	Indiana, USA	University of Tennessee	0.0	From the Natural History Museum in London
MT-HYM-082	Cilimus	HYM	Other-Met	Rock	nan	Ordinary Chondrite	L5	nan	0.0	150.0	Yes	Particulate Ground Sorted	Java, Indonesia	University of Tennessee	0.0	From Smithsonian (USNM 6074)
MT-HYM-084	Ausson	HYM	Other-Met	Rock	nan	Ordinary Chondrite	L5	nan	0.0	150.0	Yes	Particulate Ground Sorted	Haute Garonne, France 	University of Tennessee	683.0	From Smithsonian (USNM 961)
OC-TXH-002-B	Hamlet (LL4) 125-500 um	TXH	Other-Met	Rock	nan	Ordinary Chondrite	LL4	nan	125.0	500.0	Yes	Particulate Ground Sorted	Starke County, Indiana, USA	Smithsonian National Museum of Natural History	0.0	USNM 3455
